School Name,Type,Budget,Size,Student Name,Grade,Math Score,Reading Score
Wilson High School,Charter,1319574,2283,Christian Campbell,10th,84,92
Wilson High School,Charter,1319574,2283,Matthew Evans,12th,89,92
Wilson High School,Charter,1319574,2283,Robert Anderson,12th,84,94
Wilson High School,Charter,1319574,2283,Melissa Brown,10th,94,97
Wilson High School,Charter,1319574,2283,Monica Shaffer,10th,78,82
Wilson High School,Charter,1319574,2283,Kimberly Williams,11th,68,73
Wilson High School,Charter,1319574,2283,Leslie Zamora,9th,72,75
Wilson High School,Charter,1319574,2283,Donna Thompson,10th,97,84
Wilson High School,Charter,1319574,2283,Gregory Carlson,11th,76,95
Wilson High School,Charter,1319574,2283,Alexis Turner,10th,74,87
Wilson High School,Charter,1319574,2283,Kimberly Carroll,9th,83,82
Wilson High School,Charter,1319574,2283,Franklin Humphrey,11th,79,86
Wilson High School,Charter,1319574,2283,Dr. Lisa Coleman,11th,86,92
Wilson High School,Charter,1319574,2283,Craig Hall,11th,93,77
Wilson High School,Charter,1319574,2283,Angelica Hobbs,10th,72,83
Wilson High School,Charter,1319574,2283,Annette Martin,9th,92,83
Wilson High School,Charter,1319574,2283,Melissa Jordan,11th,81,75
Wilson High School,Charter,1319574,2283,Kenneth Sweeney,9th,92,86
Wilson High School,Charter,1319574,2283,Jennifer Martin,10th,89,69
Wilson High School,Charter,1319574,2283,Mary Scott,10th,94,86
Wilson High School,Charter,1319574,2283,Nathaniel Fernandez,10th,78,82
Wilson High School,Charter,1319574,2283,Jennifer Coleman,9th,80,71
Wilson High School,Charter,1319574,2283,Brittany Walsh,11th,83,99
Wilson High School,Charter,1319574,2283,Robert Blackburn,10th,77,79
Wilson High School,Charter,1319574,2283,Monica Santiago,9th,71,91
Wilson High School,Charter,1319574,2283,Joshua Sanchez,12th,77,91
Wilson High School,Charter,1319574,2283,Julie Baker,9th,73,85
Wilson High School,Charter,1319574,2283,David Rose,10th,89,84
Wilson High School,Charter,1319574,2283,Louis Wilson,11th,96,78
Wilson High School,Charter,1319574,2283,Brian Powell III,9th,99,77
Wilson High School,Charter,1319574,2283,Christina Perry,12th,85,71
Wilson High School,Charter,1319574,2283,Dillon Rogers,9th,68,70
Wilson High School,Charter,1319574,2283,Jose Snyder,10th,77,74
Wilson High School,Charter,1319574,2283,Brian Lee,9th,69,93
Wilson High School,Charter,1319574,2283,Raymond Cole,9th,95,78
Wilson High School,Charter,1319574,2283,James Johnson,10th,73,86
Wilson High School,Charter,1319574,2283,Paula Waters,11th,95,83
Wilson High School,Charter,1319574,2283,Jonathan Morgan,10th,90,89
Wilson High School,Charter,1319574,2283,Scott Watson,9th,70,81
Wilson High School,Charter,1319574,2283,Kenneth Smith,12th,93,84
Wilson High School,Charter,1319574,2283,Christina Cook,9th,78,84
Wilson High School,Charter,1319574,2283,Barbara Caldwell,11th,72,92
Wilson High School,Charter,1319574,2283,Nicholas Carson,10th,87,91
Wilson High School,Charter,1319574,2283,Jesus Jones,11th,90,85
Wilson High School,Charter,1319574,2283,Caitlin Gordon,12th,93,71
Wilson High School,Charter,1319574,2283,Megan Benitez,11th,73,94
Wilson High School,Charter,1319574,2283,Kayla Garcia,10th,74,89
Wilson High School,Charter,1319574,2283,James Velasquez,9th,83,71
Wilson High School,Charter,1319574,2283,Gerald Reilly,9th,91,75
Wilson High School,Charter,1319574,2283,Michael Coleman,9th,98,99
Wilson High School,Charter,1319574,2283,Robin Frey,12th,82,69
Wilson High School,Charter,1319574,2283,Marissa Jones,9th,94,89
Wilson High School,Charter,1319574,2283,Logan Oconnell PhD,10th,76,85
Wilson High School,Charter,1319574,2283,Diane Williams,10th,87,92
Wilson High School,Charter,1319574,2283,Nicole Bates,10th,97,78
Wilson High School,Charter,1319574,2283,Nathan Jones,10th,74,80
Wilson High School,Charter,1319574,2283,Nathan York,12th,87,74
Wilson High School,Charter,1319574,2283,Rachel Elliott,12th,98,69
Wilson High School,Charter,1319574,2283,Emily Williams,12th,73,69
Wilson High School,Charter,1319574,2283,Sara Estrada,11th,90,88
Wilson High School,Charter,1319574,2283,Lori Martin,9th,86,96
Wilson High School,Charter,1319574,2283,Angela Bolton,10th,77,91
Wilson High School,Charter,1319574,2283,Jessica Wilson,10th,72,85
Wilson High School,Charter,1319574,2283,Sarah Lewis,11th,78,70
Wilson High School,Charter,1319574,2283,Julia Jackson,11th,87,90
Wilson High School,Charter,1319574,2283,Mark Randall,9th,89,80
Wilson High School,Charter,1319574,2283,Chris Clark,10th,91,79
Wilson High School,Charter,1319574,2283,Keith Oconnor,12th,68,95
Wilson High School,Charter,1319574,2283,Lance Rangel Jr.,12th,72,94
Wilson High School,Charter,1319574,2283,Corey Jackson,11th,91,90
Wilson High School,Charter,1319574,2283,John Cain,9th,72,99
Wilson High School,Charter,1319574,2283,Brian Sparks,12th,92,80
Wilson High School,Charter,1319574,2283,Amanda Bennett,10th,92,79
Wilson High School,Charter,1319574,2283,Richard Waters,12th,92,78
Wilson High School,Charter,1319574,2283,Justin Vasquez,9th,89,91
Wilson High School,Charter,1319574,2283,Jason Archer,9th,88,89
Wilson High School,Charter,1319574,2283,Tamara James,9th,75,78
Wilson High School,Charter,1319574,2283,Rodney Hendricks,12th,99,83
Wilson High School,Charter,1319574,2283,Dr. Nicole King,10th,74,77
Wilson High School,Charter,1319574,2283,Michael Johnson,11th,75,92
Wilson High School,Charter,1319574,2283,Christina Alvarez,10th,71,87
Wilson High School,Charter,1319574,2283,Jeffrey Sims,12th,98,74
Wilson High School,Charter,1319574,2283,Jay Henderson,9th,91,73
Wilson High School,Charter,1319574,2283,Kelly Powell,9th,80,83
Wilson High School,Charter,1319574,2283,Mr. John Carroll,9th,79,80
Wilson High School,Charter,1319574,2283,Mark Foley,12th,72,90
Wilson High School,Charter,1319574,2283,Emily Nelson,11th,71,81
Wilson High School,Charter,1319574,2283,Brenda White,9th,88,76
Wilson High School,Charter,1319574,2283,Mr. Anthony Mccormick,12th,91,78
Wilson High School,Charter,1319574,2283,Richard Gray,10th,79,91
Wilson High School,Charter,1319574,2283,Diane Smith,12th,94,99
Wilson High School,Charter,1319574,2283,Meghan Torres,10th,85,79
Wilson High School,Charter,1319574,2283,Jacqueline Wise,9th,71,95
Wilson High School,Charter,1319574,2283,Zachary Smith,11th,77,87
Wilson High School,Charter,1319574,2283,Roger Wilson,11th,83,91
Wilson High School,Charter,1319574,2283,Melissa Shelton,9th,77,97
Wilson High School,Charter,1319574,2283,Cindy Williams,12th,68,84
Wilson High School,Charter,1319574,2283,Jose Rodriguez,11th,92,78
Wilson High School,Charter,1319574,2283,Janet Hubbard,11th,94,69
Wilson High School,Charter,1319574,2283,Brandi Williams,12th,70,84
Wilson High School,Charter,1319574,2283,Veronica Hernandez,12th,79,71
Wilson High School,Charter,1319574,2283,Caitlin Osborne,10th,70,73
Wilson High School,Charter,1319574,2283,Samuel Ruiz MD,12th,74,89
Wilson High School,Charter,1319574,2283,Julie Christian,12th,84,76
Wilson High School,Charter,1319574,2283,Stephanie Garcia,10th,74,71
Wilson High School,Charter,1319574,2283,Jon Robinson,9th,77,99
Wilson High School,Charter,1319574,2283,Kenneth Williams,11th,79,97
Wilson High School,Charter,1319574,2283,Ms. Jennifer Richard,9th,76,85
Wilson High School,Charter,1319574,2283,Sara Freeman,12th,82,76
Wilson High School,Charter,1319574,2283,Juan Edwards,9th,68,76
Wilson High School,Charter,1319574,2283,Steven Roberts,11th,83,70
Wilson High School,Charter,1319574,2283,Steven Rogers,10th,78,94
Wilson High School,Charter,1319574,2283,Charles Herrera,10th,99,80
Wilson High School,Charter,1319574,2283,Joshua Kaufman,10th,94,85
Wilson High School,Charter,1319574,2283,Bradley Strong,11th,80,72
Wilson High School,Charter,1319574,2283,April Johnson,12th,88,69
Wilson High School,Charter,1319574,2283,Andrea Wood,9th,80,82
Wilson High School,Charter,1319574,2283,Michael Roy,10th,94,82
Wilson High School,Charter,1319574,2283,Sandra Foster,9th,75,99
Wilson High School,Charter,1319574,2283,Robert Smith,10th,79,86
Wilson High School,Charter,1319574,2283,Ashlee Hays,12th,83,82
Wilson High School,Charter,1319574,2283,Scott Davis,12th,80,94
Wilson High School,Charter,1319574,2283,Carolyn Garza,10th,90,99
Wilson High School,Charter,1319574,2283,David Owens,10th,85,94
Wilson High School,Charter,1319574,2283,Joseph Greene,12th,72,77
Wilson High School,Charter,1319574,2283,Allison Smith,11th,95,91
Wilson High School,Charter,1319574,2283,Joseph Miller,12th,98,82
Wilson High School,Charter,1319574,2283,Mr. Stephen Cochran,9th,74,84
Wilson High School,Charter,1319574,2283,Jason Taylor,9th,94,74
Wilson High School,Charter,1319574,2283,Lauren Ward,9th,98,70
Wilson High School,Charter,1319574,2283,Richard Smith,11th,97,87
Wilson High School,Charter,1319574,2283,Joseph Mcclure,10th,92,78
Wilson High School,Charter,1319574,2283,Jennifer Kennedy,10th,83,70
Wilson High School,Charter,1319574,2283,Leslie Calhoun,10th,75,97
Wilson High School,Charter,1319574,2283,Brad Curtis,11th,87,72
Wilson High School,Charter,1319574,2283,Taylor Suarez,10th,95,93
Wilson High School,Charter,1319574,2283,Gerald Oneill,11th,79,97
Wilson High School,Charter,1319574,2283,Eric Ramirez,12th,93,92
Wilson High School,Charter,1319574,2283,Charles Henderson,9th,79,93
Wilson High School,Charter,1319574,2283,Peggy Gonzales,10th,94,91
Wilson High School,Charter,1319574,2283,Victor Jones,12th,81,95
Wilson High School,Charter,1319574,2283,Jeffrey Smith,12th,90,90
Wilson High School,Charter,1319574,2283,Alicia Kelley,9th,72,92
Wilson High School,Charter,1319574,2283,Theresa Sandoval,11th,85,78
Wilson High School,Charter,1319574,2283,Ronald Newton,12th,72,91
Wilson High School,Charter,1319574,2283,Gregory White,10th,71,81
Wilson High School,Charter,1319574,2283,Mark Brewer,9th,96,94
Wilson High School,Charter,1319574,2283,Tracey Snyder,12th,93,71
Wilson High School,Charter,1319574,2283,John Cooper,11th,74,90
Wilson High School,Charter,1319574,2283,David Lewis,9th,88,83
Wilson High School,Charter,1319574,2283,Karen Woods,10th,70,98
Wilson High School,Charter,1319574,2283,Mary Harris,11th,79,83
Wilson High School,Charter,1319574,2283,Joseph Montgomery,10th,68,69
Wilson High School,Charter,1319574,2283,Randy Johnson,10th,68,74
Wilson High School,Charter,1319574,2283,Kimberly Berg,11th,96,73
Wilson High School,Charter,1319574,2283,Derek Wilson,9th,87,87
Wilson High School,Charter,1319574,2283,Allen Jones,11th,71,74
Wilson High School,Charter,1319574,2283,Kristin Rodriguez,10th,96,85
Wilson High School,Charter,1319574,2283,Douglas Blake,11th,73,84
Wilson High School,Charter,1319574,2283,Joshua Powers,10th,84,92
Wilson High School,Charter,1319574,2283,Craig Smith,10th,75,71
Wilson High School,Charter,1319574,2283,Kimberly Thompson,11th,95,82
Wilson High School,Charter,1319574,2283,Gary Jarvis MD,9th,92,94
Wilson High School,Charter,1319574,2283,Angela Mann,9th,90,87
Wilson High School,Charter,1319574,2283,Christine Patterson,9th,89,81
Wilson High School,Charter,1319574,2283,Dustin Stephenson MD,11th,81,74
Wilson High School,Charter,1319574,2283,Laura Ramirez,9th,70,97
Wilson High School,Charter,1319574,2283,James Ray,10th,72,87
Wilson High School,Charter,1319574,2283,Brendan Sullivan,11th,87,92
Wilson High School,Charter,1319574,2283,Wanda Edwards,10th,78,94
Wilson High School,Charter,1319574,2283,Robin Mccoy,12th,97,93
Wilson High School,Charter,1319574,2283,Beverly Beasley,9th,89,87
Wilson High School,Charter,1319574,2283,Lori Coffey,11th,90,83
Wilson High School,Charter,1319574,2283,Sharon Nolan,10th,81,93
Wilson High School,Charter,1319574,2283,Mikayla Patterson,9th,83,90
Wilson High School,Charter,1319574,2283,Shelley Griffin,10th,75,85
Wilson High School,Charter,1319574,2283,Cole Oliver,9th,96,70
Wilson High School,Charter,1319574,2283,Larry Medina,10th,70,92
Wilson High School,Charter,1319574,2283,Sarah Adams,11th,88,91
Wilson High School,Charter,1319574,2283,Amy Kramer,9th,77,71
Wilson High School,Charter,1319574,2283,Pam Bass,12th,85,78
Wilson High School,Charter,1319574,2283,Melissa Burgess,10th,83,86
Wilson High School,Charter,1319574,2283,Thomas Aguilar,9th,80,87
Wilson High School,Charter,1319574,2283,Melissa Smith,10th,88,88
Wilson High School,Charter,1319574,2283,Carrie Smith,11th,85,99
Wilson High School,Charter,1319574,2283,Lindsay Lopez,10th,91,92
Wilson High School,Charter,1319574,2283,Brooke Larson,9th,77,87
Wilson High School,Charter,1319574,2283,Alison Aguilar,12th,71,87
Wilson High School,Charter,1319574,2283,David Carter,10th,90,89
Wilson High School,Charter,1319574,2283,John Brown,11th,84,69
Wilson High School,Charter,1319574,2283,Tammy Smith,9th,69,78
Wilson High School,Charter,1319574,2283,Patrick Gonzalez,9th,83,86
Wilson High School,Charter,1319574,2283,John Wright,10th,75,79
Wilson High School,Charter,1319574,2283,Diana Thompson,11th,88,83
Wilson High School,Charter,1319574,2283,Derek Orr,12th,79,96
Wilson High School,Charter,1319574,2283,Cristian Lucas,10th,81,81
Wilson High School,Charter,1319574,2283,Leslie Simmons,12th,82,80
Wilson High School,Charter,1319574,2283,David Santana,12th,80,96
Wilson High School,Charter,1319574,2283,Vincent Allen,10th,80,87
Wilson High School,Charter,1319574,2283,Michael Lozano,11th,71,84
Wilson High School,Charter,1319574,2283,Samantha Andrade,10th,73,77
Wilson High School,Charter,1319574,2283,Cody Chapman,9th,99,94
Wilson High School,Charter,1319574,2283,Ashley Walker,9th,95,75
Wilson High School,Charter,1319574,2283,Micheal Wilson,12th,86,83
Wilson High School,Charter,1319574,2283,Sharon Diaz,10th,98,77
Wilson High School,Charter,1319574,2283,Judith Powers,11th,91,98
Wilson High School,Charter,1319574,2283,Donna Gay,12th,75,98
Wilson High School,Charter,1319574,2283,Anthony Ortiz,12th,91,94
Wilson High School,Charter,1319574,2283,Jacqueline Kirk,10th,93,91
Wilson High School,Charter,1319574,2283,Jason Smith,9th,81,98
Wilson High School,Charter,1319574,2283,Nicolas Moore,9th,81,93
Wilson High School,Charter,1319574,2283,Tracy Robertson,9th,83,97
Wilson High School,Charter,1319574,2283,Gary Mitchell,10th,70,69
Wilson High School,Charter,1319574,2283,Matthew Anderson,9th,76,92
Wilson High School,Charter,1319574,2283,Amy Thomas,11th,86,86
Wilson High School,Charter,1319574,2283,Jessica Strickland,9th,85,91
Wilson High School,Charter,1319574,2283,Alexandra Yu,11th,84,97
Wilson High School,Charter,1319574,2283,Jordan Stewart,12th,81,87
Wilson High School,Charter,1319574,2283,Ryan Castillo,11th,76,76
Wilson High School,Charter,1319574,2283,Kenneth Olson,11th,85,70
Wilson High School,Charter,1319574,2283,Stacey Richmond,11th,83,93
Wilson High School,Charter,1319574,2283,Kevin Hurst,11th,79,90
Wilson High School,Charter,1319574,2283,Mr. Derrick Campbell DDS,11th,84,79
Wilson High School,Charter,1319574,2283,Christina Torres,11th,86,74
Wilson High School,Charter,1319574,2283,Lori Brown MD,10th,72,84
Wilson High School,Charter,1319574,2283,Mrs. Brooke Rodgers,12th,81,93
Wilson High School,Charter,1319574,2283,Jennifer Erickson,10th,95,73
Wilson High School,Charter,1319574,2283,Christopher Mullins,11th,71,98
Wilson High School,Charter,1319574,2283,Gregory Arias,11th,93,71
Wilson High School,Charter,1319574,2283,Anthony Johnson,9th,77,96
Wilson High School,Charter,1319574,2283,Christopher Lopez,11th,76,73
Wilson High School,Charter,1319574,2283,Brent Jones,10th,98,89
Wilson High School,Charter,1319574,2283,Rebecca Martinez,12th,94,95
Wilson High School,Charter,1319574,2283,Cynthia Nicholson,12th,85,99
Wilson High School,Charter,1319574,2283,Sharon White,10th,68,93
Wilson High School,Charter,1319574,2283,Nathaniel Parks,10th,80,81
Wilson High School,Charter,1319574,2283,John Medina,12th,80,93
Wilson High School,Charter,1319574,2283,Michael Ellis,11th,81,88
Wilson High School,Charter,1319574,2283,Nathan Banks,10th,68,88
Wilson High School,Charter,1319574,2283,Doris Jones,9th,71,72
Wilson High School,Charter,1319574,2283,Veronica Lopez,11th,77,86
Wilson High School,Charter,1319574,2283,David White,10th,92,81
Wilson High School,Charter,1319574,2283,Marc Collins,11th,81,70
Wilson High School,Charter,1319574,2283,Michael Cervantes,9th,71,99
Wilson High School,Charter,1319574,2283,Nicole Ball,9th,95,91
Wilson High School,Charter,1319574,2283,Kyle Cox,10th,91,75
Wilson High School,Charter,1319574,2283,Katie Ramirez,10th,97,88
Wilson High School,Charter,1319574,2283,Elizabeth Ross,9th,82,95
Wilson High School,Charter,1319574,2283,Robert Reynolds,12th,80,83
Wilson High School,Charter,1319574,2283,Jasmine Griffin,9th,81,78
Wilson High School,Charter,1319574,2283,Elizabeth Hansen,12th,77,72
Wilson High School,Charter,1319574,2283,Scott Malone,12th,81,76
Wilson High School,Charter,1319574,2283,Heather Rodriguez,11th,75,98
Wilson High School,Charter,1319574,2283,Jessica Newton,12th,94,95
Wilson High School,Charter,1319574,2283,Mr. David Moss,10th,94,99
Wilson High School,Charter,1319574,2283,Justin James,9th,88,93
Wilson High School,Charter,1319574,2283,Brooke Diaz,11th,75,91
Wilson High School,Charter,1319574,2283,Abigail Charles,9th,95,88
Wilson High School,Charter,1319574,2283,Terry James,11th,74,93
Wilson High School,Charter,1319574,2283,Robyn Ryan,10th,90,73
Wilson High School,Charter,1319574,2283,Ashley Hall,9th,85,78
Wilson High School,Charter,1319574,2283,Sandra Smith,12th,89,95
Wilson High School,Charter,1319574,2283,Ashlee Barr,10th,70,83
Wilson High School,Charter,1319574,2283,Rachael Gordon,12th,84,97
Wilson High School,Charter,1319574,2283,Holly Vega,9th,77,97
Wilson High School,Charter,1319574,2283,Lisa Diaz,10th,78,70
Wilson High School,Charter,1319574,2283,Danielle Mcclain,10th,85,80
Wilson High School,Charter,1319574,2283,Elizabeth Cooper,11th,69,99
Wilson High School,Charter,1319574,2283,Michael Chen,10th,74,70
Wilson High School,Charter,1319574,2283,Donald Harris,9th,70,80
Wilson High School,Charter,1319574,2283,Carolyn Jones,10th,99,87
Wilson High School,Charter,1319574,2283,Tanner Cruz,11th,78,78
Wilson High School,Charter,1319574,2283,Tony Daniels,12th,99,73
Wilson High School,Charter,1319574,2283,Derrick Carrillo,12th,72,89
Wilson High School,Charter,1319574,2283,Stephanie Reed,12th,99,83
Wilson High School,Charter,1319574,2283,Michael Allen,10th,85,96
Wilson High School,Charter,1319574,2283,Kristin Chase,9th,72,91
Wilson High School,Charter,1319574,2283,Laurie Jones,9th,85,91
Wilson High School,Charter,1319574,2283,Matthew Vargas,9th,77,84
Wilson High School,Charter,1319574,2283,Timothy Stanley,9th,97,78
Wilson High School,Charter,1319574,2283,Bruce Hernandez,10th,91,92
Wilson High School,Charter,1319574,2283,Crystal Perez,9th,98,99
Wilson High School,Charter,1319574,2283,Julie Mayer,9th,97,89
Wilson High School,Charter,1319574,2283,Gina Grimes,11th,91,94
Wilson High School,Charter,1319574,2283,Jamie Mcdaniel,11th,83,75
Wilson High School,Charter,1319574,2283,Joshua Leblanc,12th,90,73
Wilson High School,Charter,1319574,2283,Mr. Joseph Knight DDS,10th,96,99
Wilson High School,Charter,1319574,2283,Shelley Williams,12th,90,97
Wilson High School,Charter,1319574,2283,April Rodriguez,10th,75,77
Wilson High School,Charter,1319574,2283,Heather Francis,9th,91,86
Wilson High School,Charter,1319574,2283,Linda Bush,11th,98,90
Wilson High School,Charter,1319574,2283,Jonathan Nelson,9th,94,89
Wilson High School,Charter,1319574,2283,Jason Ellis,9th,89,77
Wilson High School,Charter,1319574,2283,Donald Roth,10th,75,93
Wilson High School,Charter,1319574,2283,Hayley Arnold,12th,86,93
Wilson High School,Charter,1319574,2283,Stacy Hamilton,10th,83,94
Wilson High School,Charter,1319574,2283,Tiffany Coleman,9th,84,93
Wilson High School,Charter,1319574,2283,Craig Bowen,11th,92,77
Wilson High School,Charter,1319574,2283,Brandon Wallace,10th,81,69
Wilson High School,Charter,1319574,2283,Carmen Russell,11th,90,80
Wilson High School,Charter,1319574,2283,Sheila Hernandez,11th,75,73
Wilson High School,Charter,1319574,2283,Eric Green,9th,76,85
Wilson High School,Charter,1319574,2283,Jeremy Jones,10th,76,96
Wilson High School,Charter,1319574,2283,Richard Cervantes,9th,98,80
Wilson High School,Charter,1319574,2283,Nicole Jordan,10th,99,98
Wilson High School,Charter,1319574,2283,Mrs. Brittany Duncan MD,10th,99,83
Wilson High School,Charter,1319574,2283,Cindy Howell,11th,76,95
Wilson High School,Charter,1319574,2283,Heather Bradford,11th,75,71
Wilson High School,Charter,1319574,2283,Shaun Pierce,9th,88,93
Wilson High School,Charter,1319574,2283,Kathryn Holland,11th,86,79
Wilson High School,Charter,1319574,2283,James Golden,10th,91,72
Wilson High School,Charter,1319574,2283,Nicole Wiggins,9th,82,79
Wilson High School,Charter,1319574,2283,Anthony Moore,9th,92,74
Wilson High School,Charter,1319574,2283,Karen Richardson,9th,68,77
Wilson High School,Charter,1319574,2283,Mary Baldwin,10th,79,81
Wilson High School,Charter,1319574,2283,Jeff Clark,12th,85,95
Wilson High School,Charter,1319574,2283,Tyler Jones,10th,81,96
Wilson High School,Charter,1319574,2283,Tracy Johnson,10th,72,89
Wilson High School,Charter,1319574,2283,Sarah Boyd,10th,72,88
Wilson High School,Charter,1319574,2283,Daniel Griffin,11th,96,81
Wilson High School,Charter,1319574,2283,Amanda Howell,12th,88,98
Wilson High School,Charter,1319574,2283,Jesus Lamb,9th,95,80
Wilson High School,Charter,1319574,2283,Diane Hess,12th,86,89
Wilson High School,Charter,1319574,2283,David Dickerson,11th,98,71
Wilson High School,Charter,1319574,2283,Kevin Wilson,11th,78,94
Wilson High School,Charter,1319574,2283,Glenda Evans,9th,73,82
Wilson High School,Charter,1319574,2283,Matthew Moreno,9th,89,79
Wilson High School,Charter,1319574,2283,Tammy Nichols,12th,99,81
Wilson High School,Charter,1319574,2283,Nicole Simpson,9th,88,79
Wilson High School,Charter,1319574,2283,Lauren Andrade,10th,95,98
Wilson High School,Charter,1319574,2283,Yolanda Cole,10th,95,82
Wilson High School,Charter,1319574,2283,Bradley Martin,11th,92,74
Wilson High School,Charter,1319574,2283,Deanna Howell,10th,82,88
Wilson High School,Charter,1319574,2283,Carrie Wright,11th,83,86
Wilson High School,Charter,1319574,2283,Thomas Novak,9th,79,71
Wilson High School,Charter,1319574,2283,Haley Parrish,12th,97,87
Wilson High School,Charter,1319574,2283,Alan Clark,9th,68,75
Wilson High School,Charter,1319574,2283,Ian Fuentes,10th,76,72
Wilson High School,Charter,1319574,2283,Michael Clay,11th,86,86
Wilson High School,Charter,1319574,2283,Terry Cruz,11th,94,69
Wilson High School,Charter,1319574,2283,Andrea Wilson,11th,99,83
Wilson High School,Charter,1319574,2283,Larry Young,10th,98,94
Wilson High School,Charter,1319574,2283,Bryan Osborne,9th,72,77
Wilson High School,Charter,1319574,2283,Mrs. Jennifer Edwards DVM,10th,86,71
Wilson High School,Charter,1319574,2283,Willie Doyle,12th,96,86
Wilson High School,Charter,1319574,2283,Emily Thomas,10th,92,74
Wilson High School,Charter,1319574,2283,Ashley Khan,12th,69,94
Wilson High School,Charter,1319574,2283,Richard Bradford,9th,85,90
Wilson High School,Charter,1319574,2283,Sarah Brooks,11th,82,79
Wilson High School,Charter,1319574,2283,Zachary Scott,10th,86,93
Wilson High School,Charter,1319574,2283,Destiny Maldonado,10th,82,97
Wilson High School,Charter,1319574,2283,Eric Henry,12th,88,93
Wilson High School,Charter,1319574,2283,Christopher Flowers,9th,73,95
Wilson High School,Charter,1319574,2283,Deborah Wade,10th,77,83
Wilson High School,Charter,1319574,2283,Joshua Williamson,10th,85,81
Wilson High School,Charter,1319574,2283,Amber Santiago,12th,77,79
Wilson High School,Charter,1319574,2283,David Johnson,9th,95,97
Wilson High School,Charter,1319574,2283,Caitlin Stevenson,10th,72,77
Wilson High School,Charter,1319574,2283,Joshua Morales,10th,83,70
Wilson High School,Charter,1319574,2283,William Greene,12th,75,69
Wilson High School,Charter,1319574,2283,Brian Jackson,12th,91,78
Wilson High School,Charter,1319574,2283,Tammy Maxwell,9th,99,88
Wilson High School,Charter,1319574,2283,Mackenzie Holmes,11th,71,82
Wilson High School,Charter,1319574,2283,Holly Miles,11th,82,85
Wilson High School,Charter,1319574,2283,Robert Watts,9th,94,97
Wilson High School,Charter,1319574,2283,Kevin Deleon,9th,73,96
Wilson High School,Charter,1319574,2283,Charles Cox,11th,70,74
Wilson High School,Charter,1319574,2283,Kyle Dixon,9th,90,74
Wilson High School,Charter,1319574,2283,Michael Miller,10th,72,95
Wilson High School,Charter,1319574,2283,Michael Combs,12th,72,96
Wilson High School,Charter,1319574,2283,Richard Martinez,12th,89,86
Wilson High School,Charter,1319574,2283,Sandra Johnson,12th,70,97
Wilson High School,Charter,1319574,2283,Amy Mclean,11th,83,77
Wilson High School,Charter,1319574,2283,Jessica Mckinney,10th,72,80
Wilson High School,Charter,1319574,2283,Elizabeth Ayala,11th,81,78
Wilson High School,Charter,1319574,2283,Aaron Mcdonald,11th,77,72
Wilson High School,Charter,1319574,2283,Ronald Barrett,9th,74,89
Wilson High School,Charter,1319574,2283,Debra Brown,11th,96,78
Wilson High School,Charter,1319574,2283,Sarah Perez,11th,88,81
Wilson High School,Charter,1319574,2283,Eric Molina,9th,87,77
Wilson High School,Charter,1319574,2283,Lori Parks,12th,78,81
Wilson High School,Charter,1319574,2283,Jessica Taylor,11th,95,77
Wilson High School,Charter,1319574,2283,Brandon Salazar,10th,94,82
Wilson High School,Charter,1319574,2283,Robert Larson,10th,86,71
Wilson High School,Charter,1319574,2283,Shelly Woods,12th,77,90
Wilson High School,Charter,1319574,2283,Christina Colon,12th,81,89
Wilson High School,Charter,1319574,2283,Danielle Sanchez,10th,85,99
Wilson High School,Charter,1319574,2283,Michael Hunter,9th,80,98
Wilson High School,Charter,1319574,2283,Tina Moore,10th,92,77
Wilson High School,Charter,1319574,2283,Ryan Gonzalez,10th,82,69
Wilson High School,Charter,1319574,2283,Trevor Lee,10th,86,81
Wilson High School,Charter,1319574,2283,Paula White,11th,90,89
Wilson High School,Charter,1319574,2283,Robert Cooper,11th,90,83
Wilson High School,Charter,1319574,2283,Andrew Rose,11th,90,79
Wilson High School,Charter,1319574,2283,Amanda Neal,11th,75,93
Wilson High School,Charter,1319574,2283,Denise Marquez,12th,79,79
Wilson High School,Charter,1319574,2283,Cynthia Thornton,9th,96,79
Wilson High School,Charter,1319574,2283,Diane Curry,10th,98,94
Wilson High School,Charter,1319574,2283,Sara Jensen,11th,68,94
Wilson High School,Charter,1319574,2283,Samuel Mercer,11th,79,91
Wilson High School,Charter,1319574,2283,Brandon Garcia,9th,71,98
Wilson High School,Charter,1319574,2283,Jasmin Montgomery,11th,77,76
Wilson High School,Charter,1319574,2283,Megan Brown,9th,96,72
Wilson High School,Charter,1319574,2283,Rodney Davis,10th,79,94
Wilson High School,Charter,1319574,2283,Robin Palmer,9th,77,80
Wilson High School,Charter,1319574,2283,Jeanette Todd,9th,87,86
Wilson High School,Charter,1319574,2283,Bryan Mitchell,11th,68,82
Wilson High School,Charter,1319574,2283,Virginia Williams,11th,92,70
Wilson High School,Charter,1319574,2283,Patrick Jacobson,12th,74,95
Wilson High School,Charter,1319574,2283,Steven Parks,10th,80,90
Wilson High School,Charter,1319574,2283,Michael Fritz,9th,81,72
Wilson High School,Charter,1319574,2283,Kayla Henry,10th,70,74
Wilson High School,Charter,1319574,2283,David Phillips,11th,80,97
Wilson High School,Charter,1319574,2283,Kristen Adams,10th,97,85
Wilson High School,Charter,1319574,2283,Erika Black,11th,69,73
Wilson High School,Charter,1319574,2283,Megan Wise,12th,77,75
Wilson High School,Charter,1319574,2283,Gregg Garcia,11th,93,75
